gender,race_ethnicity,first_gen,international_student,financial_aid_status,engagement_variance,sleep_schedule_drift,social_activity_decline,academic_trend,missed_class_streak,financial_stress_flag,help_seeking_flag,self_report_score,support_recommended
male,white,0,0,none,0.3494,0.0954,-0.2538,0.1938,1,0,0,61.98,0
male,hispanic_latino,0,0,both,0.4324,0.3843,0.0,-0.067,3,1,1,48.78,0
female,white,1,0,none,0.6069,0.5411,0.0,0.2877,1,0,0,65.37,0
male,hispanic_latino,0,0,pell_grant,0.2668,0.6288,-0.0282,0.1215,3,0,0,55.74,0
female,black,0,0,loans_only,0.3224,0.1531,-0.2689,0.4593,3,1,0,82.23,1
male,black,0,0,loans_only,0.4401,0.1806,0.0,0.2018,2,0,0,46.18,0
female,hispanic_latino,1,0,none,0.2628,0.2701,-0.3273,0.2708,4,0,1,86.32,0
female,asian,1,0,pell_grant,0.3664,0.1786,-0.2194,-0.1718,0,0,0,62.08,0
female,multiracial,1,0,pell_grant,0.3378,0.6365,-0.3426,0.3021,1,0,1,52.91,0
female,hispanic_latino,0,0,both,0.6433,0.3362,-0.3719,-0.2978,1,1,0,70.93,1
female,white,0,0,both,0.1439,0.3807,0.0,0.3204,1,0,0,72.61,0
male,black,1,0,none,0.3434,0.384,-0.1755,0.0546,0,0,0,75.31,0
female,asian,1,0,pell_grant,0.5257,0.112,-0.2219,0.0905,1,0,0,50.04,0
female,hispanic_latino,0,0,none,0.5107,0.3176,-0.6532,-0.1431,0,0,0,57.53,0
male,black,0,0,pell_grant,0.2295,0.2423,-0.2083,0.1144,4,1,0,79.95,0
male,white,0,0,pell_grant,0.3488,0.5197,0.0,-0.3967,2,0,0,30.53,0
female,hispanic_latino,0,1,none,0.4596,0.2979,-0.0037,0.218,1,0,0,63.32,0
male,black,1,0,none,0.252,0.2022,-0.0344,-0.3144,0,0,0,73.64,0
female,asian,0,0,both,0.1514,0.4917,0.0,0.2083,0,0,0,53.73,0
male,white,1,0,none,0.2095,0.7186,-0.1975,0.1924,3,0,0,52.38,0
female,white,0,0,none,0.165,0.4816,-0.2065,0.2379,0,0,0,71.47,0
male,white,0,0,pell_grant,0.6413,0.4385,-0.0031,0.107,2,0,1,86.38,0
non_binary,white,0,0,loans_only,0.5143,0.1921,-0.2246,0.2341,3,0,1,65.12,0
male,black,0,0,none,0.1996,0.3636,0.0,0.0989,1,0,0,56.11,0
male,white,1,0,both,0.7209,0.1161,-0.1853,0.0375,4,1,0,59.26,1
male,black,0,0,pell_grant,0.5142,0.1858,-0.1094,0.0197,2,0,1,77.09,0
female,hispanic_latino,0,0,loans_only,0.386,0.226,-0.2242,0.1621,2,0,0,78.97,0
male,hispanic_latino,1,0,both,0.4747,0.1674,0.0,-0.1851,4,0,0,78.31,0
male,hispanic_latino,0,0,both,0.1439,0.3029,-0.2053,0.1331,5,1,1,62.75,0
prefer_not_to_say,black,0,0,loans_only,0.1424,0.4158,0.0,-0.2839,4,0,0,70.88,1
female,white,0,0,pell_grant,0.6095,0.3906,0.0,0.195,2,1,0,56.12,0
female,white,1,0,none,0.3033,0.1461,-0.0249,0.3772,1,0,0,64.69,0
male,hispanic_latino,1,0,none,0.4997,0.3229,-0.3289,0.0339,2,0,0,69.13,0
female,white,0,0,none,0.542,0.1154,0.0,0.2152,0,0,0,70.84,0
female,white,1,0,both,0.3077,0.1729,-0.0032,0.1453,2,0,0,60.17,0
female,multiracial,1,0,none,0.3458,0.3198,-0.2967,-0.1254,2,1,0,68.65,1
male,black,1,0,none,0.5049,0.2404,-0.1128,0.2909,1,0,0,59.8,0
female,white,1,0,loans_only,0.5055,0.3908,-0.6036,0.0217,1,0,1,86.92,0
female,black,0,0,none,0.8602,0.5685,0.0,-0.0808,1,0,0,48.45,1
female,white,0,0,loans_only,0.4666,0.2784,-0.3634,-0.0532,2,0,0,62.95,0
male,white,1,0,both,0.2393,0.3182,0.0,0.0926,1,0,0,50.36,0
male,white,0,0,pell_grant,0.239,0.1965,0.0,0.5879,6,1,0,57.95,0
female,white,0,0,none,0.2617,0.2868,-0.0718,0.5535,2,0,0,52.07,0
female,white,0,0,both,0.4744,0.3113,-0.3445,0.0166,4,0,0,67.71,0
female,hispanic_latino,0,0,none,0.2934,0.3716,-0.2649,0.1296,2,0,0,50.85,0
female,white,0,0,loans_only,0.5231,0.5845,-0.6014,-0.1664,4,0,0,66.0,1
male,white,0,0,pell_grant,0.1481,0.2818,0.0,0.01,2,0,0,54.66,0
female,white,0,0,pell_grant,0.8352,0.1752,-0.5632,0.0138,3,1,0,49.36,0
male,white,0,0,both,0.4201,0.2341,0.0,0.2957,1,0,0,55.02,0
female,hispanic_latino,1,0,loans_only,0.3168,0.214,0.0,0.2332,0,0,0,81.38,0
male,white,0,0,loans_only,0.2637,0.2161,0.0,-0.1392,4,1,0,65.54,0
female,hispanic_latino,1,0,pell_grant,0.2537,0.6367,0.0,-0.012,1,0,0,69.66,0
male,white,0,0,none,0.2377,0.1426,-0.1543,0.0075,2,0,0,64.27,0
non_binary,white,1,0,pell_grant,0.4758,0.4051,-0.1878,0.472,3,1,0,62.53,0
male,black,0,0,loans_only,0.7217,0.1879,-0.4282,0.178,0,0,0,53.88,0
female,hispanic_latino,0,0,none,0.478,0.2534,0.0,-0.1747,2,0,0,56.87,0
female,hispanic_latino,0,0,none,0.7654,0.2859,-0.1108,-0.0086,2,1,0,80.14,1
male,white,1,0,none,0.3601,0.1256,-0.124,0.6181,3,0,0,82.41,0
male,white,0,0,loans_only,0.341,0.2479,-0.1135,-0.0537,2,1,0,56.76,1
female,hispanic_latino,0,0,pell_grant,0.4327,0.4609,-0.4846,-0.1119,2,1,0,47.13,1
female,other,0,0,both,0.2361,0.369,-0.4637,0.4246,2,0,0,74.57,0
female,white,0,0,none,0.1525,0.4621,-0.2056,0.3095,0,0,0,80.51,0
male,hispanic_latino,0,0,loans_only,0.7834,0.2269,0.0,-0.3206,2,0,0,66.67,0
male,white,0,0,pell_grant,0.5269,0.3432,-0.5764,-0.5372,2,1,1,41.94,0
male,multiracial,0,0,loans_only,0.3257,0.4359,0.0,0.2664,0,0,0,70.45,0
male,white,0,0,both,0.4011,0.0914,-0.2608,0.1527,1,0,0,67.54,0
female,white,0,0,pell_grant,0.4355,0.1964,-0.2187,0.0925,2,0,0,73.34,0
female,white,1,0,both,0.2543,0.0804,-0.1881,0.0979,0,0,1,97.14,0
female,black,1,0,pell_grant,0.2721,0.3161,0.0,0.4307,3,0,0,72.42,0
male,black,0,0,none,0.5518,0.2386,-0.3949,0.11,2,0,0,68.29,0
female,black,0,0,none,0.2136,0.2275,-0.1472,-0.027,1,0,1,57.84,0
female,black,1,0,pell_grant,0.5125,0.2632,-0.0029,-0.0695,3,0,0,70.95,0
female,white,0,0,both,0.2026,0.3751,-0.2548,-0.0741,1,0,0,75.83,0
female,white,0,0,pell_grant,0.3428,0.1853,-0.297,-0.1759,1,1,0,66.54,1
male,asian,0,0,none,0.2122,0.2498,-0.3313,0.1279,3,0,0,84.94,0
female,white,1,0,loans_only,0.3409,0.1733,-0.4613,0.1552,4,0,0,50.79,0
female,white,1,0,none,0.3465,0.2565,-0.2131,-0.1468,1,0,0,56.68,0
male,white,0,0,none,0.2892,0.3407,-0.1483,-0.0802,1,0,0,70.86,0
female,white,0,0,both,0.4763,0.2639,-0.1089,0.3549,1,0,0,69.51,0
female,white,1,0,both,0.3008,0.2829,-0.1019,0.1947,1,0,0,65.97,0
female,hispanic_latino,0,0,loans_only,0.1646,0.3308,0.0,0.2144,2,0,0,59.06,0
male,hispanic_latino,1,0,none,0.1969,0.2144,-0.033,0.0704,4,0,0,64.75,0
female,white,0,0,none,0.405,0.2056,0.0,0.3226,1,0,0,72.79,0
male,white,0,0,loans_only,0.17,0.1655,-0.0952,0.1601,4,0,0,57.96,0
male,asian,1,0,pell_grant,0.2399,0.2807,-0.0238,0.087,1,0,0,79.55,0
male,black,1,0,loans_only,0.2028,0.1876,-0.1205,0.1131,0,0,0,68.16,0
female,asian,0,0,both,0.0992,0.5022,-0.4102,0.2042,0,0,0,68.59,0
male,white,0,0,none,0.374,0.2397,-0.1365,0.3558,0,0,0,48.53,0
female,multiracial,1,0,loans_only,0.2396,0.4014,0.0,0.0954,6,0,0,69.03,0
female,asian,1,0,pell_grant,0.2187,0.4521,-0.2599,-0.0667,3,0,0,37.19,0
female,white,0,0,loans_only,0.3645,0.3023,-0.4992,0.0218,0,0,0,88.51,1
female,hispanic_latino,0,0,pell_grant,0.1103,0.1937,-0.3003,0.1286,1,0,1,84.0,0
female,white,1,0,loans_only,0.4742,0.1237,-0.1515,-0.087,0,1,0,74.78,0
female,hispanic_latino,1,0,pell_grant,0.2513,0.1215,-0.2376,0.3123,3,0,0,59.91,0
female,black,0,0,none,0.2927,0.4298,0.0,-0.0648,1,0,0,62.07,0
female,white,1,0,both,0.3306,0.4343,-0.1894,0.0073,5,1,0,71.83,1
female,white,0,0,none,0.2474,0.5683,-0.0641,0.0304,1,0,0,74.85,0
male,white,0,0,none,0.3961,0.5845,-0.5118,0.2667,4,1,0,49.22,1
female,black,1,0,none,0.5089,0.5672,-0.4066,0.0671,2,0,0,70.28,0
male,black,0,0,none,0.7279,0.2877,-0.2065,-0.2706,0,0,1,32.67,0
female,white,1,0,loans_only,0.5206,0.1174,-0.4293,-0.3403,0,0,0,75.17,0
female,prefer_not_to_say,0,0,both,0.4155,0.3464,-0.198,0.0631,4,1,0,69.04,1
female,white,0,0,pell_grant,0.3599,0.2128,-0.2146,0.0967,0,0,0,80.86,0
female,white,1,0,both,0.1706,0.1222,0.0,-0.1559,3,0,0,62.66,0
female,white,1,0,loans_only,0.1505,0.263,-0.2092,-0.1784,2,0,1,56.39,0
female,black,1,0,loans_only,0.1947,0.2958,-0.0267,-0.1434,1,0,0,67.13,0
female,black,0,0,none,0.2165,0.4668,-0.0863,0.105,3,0,0,72.26,0
female,black,1,0,none,0.2498,0.117,-0.2404,-0.253,2,0,0,74.17,0
female,asian,1,0,both,0.1476,0.6233,0.0,0.3648,3,0,0,64.59,0
female,white,0,0,both,0.2153,0.1595,-0.2562,0.1851,5,1,0,48.31,0
female,white,0,0,pell_grant,0.6277,0.434,-0.2037,0.5459,1,0,0,44.57,0
female,hispanic_latino,1,0,loans_only,0.6511,0.3706,-0.4636,-0.2882,2,1,0,34.17,1
female,white,0,1,both,0.1885,0.1719,-0.3262,0.3373,1,0,0,67.16,0
female,hispanic_latino,0,0,pell_grant,0.1893,0.2972,-0.0363,0.1737,0,0,0,75.94,0
female,white,1,0,none,0.2915,0.1827,-0.165,-0.0086,4,0,0,62.22,0
female,white,0,0,loans_only,0.662,0.3827,-0.1856,0.1114,0,0,0,54.56,0
male,white,1,0,loans_only,0.7498,0.1179,-0.0613,0.3308,2,0,0,65.88,0
female,white,0,0,both,0.1958,0.2102,-0.1684,0.1402,0,0,0,66.74,0
female,prefer_not_to_say,1,0,none,0.1171,0.2841,0.0,-0.2897,1,0,0,60.14,0
female,white,0,0,none,0.1391,0.3671,-0.3663,0.7676,1,0,1,74.31,0
non_binary,multiracial,0,0,none,0.3095,0.3763,-0.585,0.3712,1,0,0,62.33,0
male,white,0,0,both,0.2509,0.2404,-0.3019,-0.2226,1,1,0,81.52,1
male,asian,0,0,none,0.5173,0.1447,0.0,-0.0026,1,0,0,45.18,0
non_binary,hispanic_latino,0,0,none,0.2125,0.1884,-0.21,-0.1197,1,0,0,62.12,0
female,white,1,0,loans_only,0.1346,0.4492,0.0,-0.0892,3,0,0,87.11,0
non_binary,white,0,0,none,0.4908,0.1225,-0.2508,0.0071,3,0,0,64.66,0
female,white,1,0,both,0.4711,0.1787,-0.0143,0.2041,1,1,0,65.0,0
male,black,0,0,both,0.4635,0.5006,-0.0675,-0.3301,1,0,0,80.79,1
female,white,0,0,loans_only,0.4562,0.8826,-0.3528,0.0556,3,0,0,51.2,1
female,white,1,0,pell_grant,0.3144,0.5197,-0.1883,0.4695,4,1,0,65.78,0
male,hispanic_latino,0,0,none,0.4394,0.4414,0.0,-0.0028,3,0,1,83.27,0
female,hispanic_latino,0,0,both,0.3183,0.4478,-0.2319,0.3655,0,0,0,66.18,0
prefer_not_to_say,white,1,0,loans_only,0.4577,0.3711,0.0,-0.1894,2,0,0,88.61,0
female,white,0,1,both,0.1302,0.3384,-0.1583,0.2078,4,1,0,64.66,0
male,hispanic_latino,0,0,none,0.3789,0.152,-0.237,0.2625,2,0,1,61.26,0
non_binary,white,1,0,loans_only,0.2052,0.3651,-0.5019,0.0379,0,0,0,66.52,0
female,hispanic_latino,0,0,none,0.6904,0.4196,-0.2973,0.2415,3,0,0,74.62,0
male,white,0,1,loans_only,0.5147,0.319,-0.167,0.2838,0,0,0,56.06,0
male,pacific_islander,0,0,none,0.7131,0.4806,0.0,0.4829,1,0,0,73.04,0
male,hispanic_latino,0,0,none,0.5578,0.196,-0.2439,0.3906,3,0,0,58.99,0
female,hispanic_latino,1,0,loans_only,0.2536,0.362,0.0,0.2409,1,0,0,59.04,0
female,asian,0,0,both,0.4996,0.49,-0.4124,-0.7252,1,1,0,44.25,1
male,prefer_not_to_say,1,0,none,0.332,0.2922,-0.1549,0.2813,1,0,0,77.3,0
female,black,0,0,none,0.5453,0.786,-0.4165,0.0566,1,0,0,68.68,1
female,hispanic_latino,0,0,pell_grant,0.1345,0.2902,-0.0241,0.458,2,0,0,84.62,0
female,asian,0,0,pell_grant,0.5785,0.3116,-0.2351,-0.0531,1,0,0,71.3,0
male,white,0,0,both,0.4364,0.3574,0.0,0.0384,1,0,0,55.68,0
female,black,0,0,both,0.3086,0.2224,-0.3794,0.2336,2,1,0,60.26,0
male,hispanic_latino,0,0,both,0.7089,0.451,-0.4763,0.0304,4,0,0,67.12,0
prefer_not_to_say,hispanic_latino,0,0,pell_grant,0.5341,0.5327,-0.3104,-0.4987,2,1,0,61.41,1
female,asian,0,0,both,0.3981,0.348,-0.0792,0.2093,3,0,0,56.08,0
female,black,0,0,pell_grant,0.3051,0.3449,-0.2709,0.1787,1,1,0,58.59,0
male,black,1,0,pell_grant,0.2141,0.2098,-0.347,0.2584,1,0,0,52.33,0
female,multiracial,1,0,none,0.3955,0.2807,-0.2774,0.0875,1,1,0,54.6,0
male,hispanic_latino,0,0,loans_only,0.2931,0.3413,-0.1902,0.2211,1,0,0,59.67,0
male,white,1,0,pell_grant,0.2819,0.1459,-0.3906,-0.1296,1,0,0,63.7,0
male,white,0,0,loans_only,0.2052,0.1589,0.0,-0.4066,1,1,0,59.52,1
female,hispanic_latino,0,0,both,0.4994,0.1388,-0.5215,0.3893,3,0,0,64.92,0
male,white,1,1,both,0.2721,0.2796,-0.0112,0.5026,4,0,0,83.83,0
male,hispanic_latino,0,0,loans_only,0.5021,0.3657,-0.2693,0.1298,1,0,0,54.5,0
female,asian,0,0,pell_grant,0.2079,0.2135,0.0,-0.3532,1,0,0,61.34,0
male,white,0,0,none,0.2701,0.1936,-0.026,0.1667,4,1,0,59.74,0
male,multiracial,0,0,pell_grant,0.4448,0.2295,-0.4791,0.134,1,1,0,64.94,1
male,black,0,0,none,0.3738,0.1233,-0.5063,0.2048,1,0,1,59.67,0
female,prefer_not_to_say,1,0,pell_grant,0.1727,0.1653,-0.3956,0.2541,2,0,1,67.4,0
female,white,0,0,both,0.2808,0.2333,-0.3073,0.1724,1,1,1,63.61,0
female,white,0,0,loans_only,0.1602,0.5163,-0.3584,0.1211,2,1,0,47.46,1
female,hispanic_latino,0,0,none,0.218,0.3142,0.0,0.0149,1,0,0,55.77,0
female,black,1,0,none,0.7579,0.2098,0.0,0.0079,2,0,0,76.58,0
non_binary,multiracial,1,0,pell_grant,0.3732,0.4757,-0.0123,-0.386,1,0,0,70.6,0
female,asian,0,0,pell_grant,0.1481,0.4382,-0.0446,0.2223,3,0,0,78.82,0
male,white,0,0,none,0.1952,0.2826,-0.1007,-0.2235,1,0,0,40.53,0
female,white,0,0,loans_only,0.2512,0.2738,0.0,0.1307,1,0,0,81.71,0
female,black,1,0,pell_grant,0.197,0.3345,-0.0309,-0.0571,2,0,0,70.72,0
female,white,1,0,pell_grant,0.5035,0.4595,-0.5531,0.1647,1,0,1,38.26,0
female,other,0,0,pell_grant,0.4322,0.3537,-0.1971,-0.1082,1,0,1,89.49,0
male,black,0,0,both,0.311,0.3557,-0.6279,-0.4231,3,0,0,60.63,1
male,black,0,1,both,0.4116,0.3923,-0.011,0.053,3,0,0,63.57,0
male,multiracial,0,0,none,0.3472,0.2286,-0.0155,-0.1214,1,0,0,62.81,0
female,white,0,0,none,0.4095,0.2191,-0.2871,0.3667,2,0,0,67.75,0
male,white,1,0,none,0.5078,0.1208,-0.1541,0.3674,2,0,0,79.12,0
female,hispanic_latino,0,0,both,0.2671,0.2608,-0.2711,-0.171,4,1,0,55.79,1
male,black,0,0,pell_grant,0.4824,0.4093,-0.071,0.8199,0,0,0,66.48,0
female,black,1,1,both,0.302,0.2922,-0.405,0.2076,3,0,0,75.84,0
female,white,0,0,none,0.2296,0.3045,-0.1195,0.052,1,1,0,85.16,0
female,hispanic_latino,1,0,loans_only,0.364,0.3461,-0.3777,-0.1531,1,0,0,64.72,0
female,white,0,0,both,0.5534,0.3545,-0.0846,0.7673,4,0,0,58.74,0
female,white,0,0,pell_grant,0.473,0.1182,-0.3951,0.0279,0,0,0,78.04,0
male,prefer_not_to_say,0,0,pell_grant,0.3094,0.3571,-0.176,0.0045,3,0,0,88.17,0
male,white,1,0,both,0.5253,0.5524,-0.4022,0.2447,1,0,0,31.53,0
non_binary,white,0,1,loans_only,0.4588,0.44,-0.2578,0.3363,0,0,0,51.49,0
female,white,1,0,loans_only,0.7315,0.3394,-0.3059,0.4269,3,1,1,62.35,0
male,asian,0,0,both,0.2447,0.1278,-0.3186,0.3656,1,0,0,86.76,0
female,white,1,1,pell_grant,0.3609,0.1274,-0.1108,0.0486,4,0,0,67.19,0
female,white,0,0,loans_only,0.47,0.269,-0.4,0.2,2,0,0,65.78,0
female,white,0,0,none,0.5368,0.4773,-0.3401,0.1446,2,0,0,27.45,0
female,hispanic_latino,0,0,pell_grant,0.3453,0.4013,-0.0675,0.4366,3,0,0,48.51,0
male,white,0,0,pell_grant,0.5319,0.2088,-0.2537,0.3684,2,1,0,59.38,0
female,black,0,1,none,0.1533,0.3717,0.0,-0.2814,3,0,0,96.24,0
female,asian,0,0,loans_only,0.3836,0.3214,-0.0784,0.4136,3,0,0,66.02,0
male,hispanic_latino,0,0,none,0.2445,0.0817,0.0,0.1798,2,0,0,62.94,0
female,white,1,0,pell_grant,0.2923,0.2813,-0.141,0.0741,3,1,0,48.69,0
male,hispanic_latino,1,0,both,0.5948,0.2256,-0.4253,0.0233,5,0,0,44.13,0
female,white,0,0,none,0.1228,0.4908,-0.1222,-0.3458,1,0,0,72.54,0
male,white,0,0,none,0.4365,0.1434,-0.1314,-0.2666,2,0,0,77.63,0
male,black,0,0,none,0.4589,0.3106,-0.0735,-0.0935,0,0,0,53.25,0
male,white,1,0,both,0.418,0.2121,-0.1673,0.3204,2,0,0,74.07,0
male,white,0,0,pell_grant,0.216,0.3826,-0.2081,-0.2658,0,0,0,91.08,0
male,white,0,0,loans_only,0.4727,0.4201,-0.3127,-0.0179,2,1,0,50.8,0
male,white,0,0,loans_only,0.4311,0.1251,-0.1833,0.2787,3,1,0,78.81,0
female,white,0,0,loans_only,0.2286,0.2587,-0.5901,0.1726,2,1,0,57.62,0
female,white,0,0,both,0.152,0.2624,-0.4213,-0.2012,2,1,0,80.02,1
male,black,0,0,pell_grant,0.381,0.4426,-0.1333,-0.1478,1,1,1,57.45,0
female,white,1,0,pell_grant,0.2968,0.1155,-0.0623,0.1369,1,0,0,47.58,0
female,white,1,0,none,0.6239,0.173,-0.0643,-0.0044,1,0,0,51.86,0
female,multiracial,1,0,both,0.3431,0.5246,-0.2979,0.373,9,1,1,64.01,1
female,hispanic_latino,0,0,loans_only,0.2704,0.1478,-0.378,-0.2359,3,0,1,54.22,0
female,black,1,0,none,0.4499,0.1718,0.0,-0.276,1,0,0,66.15,0
male,white,0,0,pell_grant,0.2058,0.4455,-0.2376,0.1277,2,1,0,61.2,1
male,white,0,0,pell_grant,0.331,0.2252,-0.2039,0.0353,0,1,0,58.6,0
male,white,1,0,pell_grant,0.1932,0.5496,-0.0799,-0.311,4,0,0,64.96,0
female,black,0,0,loans_only,0.4361,0.4574,0.0,-0.0402,0,0,0,84.63,0
female,asian,0,0,loans_only,0.2632,0.3991,-0.2115,-0.6354,0,1,0,51.26,1
male,white,1,0,pell_grant,0.4167,0.3236,-0.0023,-0.0616,4,1,0,42.7,1
female,white,0,0,none,0.1196,0.1602,0.0,-0.042,4,0,0,69.44,0
male,white,0,0,none,0.1979,0.4013,-0.2562,0.0489,3,0,0,73.24,0
female,white,0,0,both,0.2411,0.5093,-0.128,-0.2122,1,1,1,53.9,0
non_binary,white,1,0,none,0.3002,0.5074,-0.0218,0.3437,1,1,0,76.76,0
female,prefer_not_to_say,0,0,loans_only,0.2553,0.1509,-0.0086,0.0147,0,0,0,67.16,0
male,white,0,0,none,0.3259,0.1732,0.0,-0.1103,0,0,0,55.66,0
male,white,0,0,none,0.3267,0.2496,-0.4134,0.2205,3,1,0,45.49,0
female,hispanic_latino,0,0,loans_only,0.2665,0.3511,-0.179,0.144,1,0,0,72.77,0
male,white,0,0,both,0.4309,0.2601,-0.2891,0.141,1,1,0,31.34,0
female,pacific_islander,1,0,pell_grant,0.493,0.1188,0.0,0.4596,3,0,1,75.35,0
male,white,1,0,pell_grant,0.2672,0.2681,-0.504,0.0141,5,0,0,70.06,0
male,asian,1,0,pell_grant,0.2447,0.4305,-0.3552,-0.3074,1,0,0,61.29,0
female,white,0,0,pell_grant,0.2629,0.2755,-0.1342,-0.1946,0,0,0,72.25,0
female,white,1,0,none,0.6675,0.1998,-0.3378,0.0109,2,1,0,68.89,1
male,hispanic_latino,1,0,pell_grant,0.4835,0.2304,-0.2804,-0.1001,3,0,1,66.92,0
female,asian,0,0,pell_grant,0.23,0.4346,-0.3781,0.2384,1,1,0,46.06,0
male,white,0,0,pell_grant,0.7146,0.4967,-0.2254,0.1494,4,1,0,57.56,1
male,white,0,0,none,0.388,0.2142,-0.2489,0.4447,1,0,0,84.36,0
male,white,0,0,pell_grant,0.4607,0.4906,-0.3519,0.2524,2,1,1,69.23,0
female,white,0,0,none,0.1121,0.421,0.0,0.2416,0,0,0,66.41,0
male,asian,1,0,none,0.4604,0.5186,-0.1796,0.0623,2,1,0,60.17,0
male,multiracial,0,0,none,0.4362,0.3923,-0.407,-0.0233,2,0,0,38.0,0
female,hispanic_latino,1,0,loans_only,0.1581,0.2514,-0.1811,-0.0434,0,0,0,56.91,0
female,white,1,0,none,0.6137,0.2257,-0.0153,-0.3419,1,0,0,51.3,0
female,hispanic_latino,0,0,none,0.478,0.5759,-0.1261,0.42,4,0,0,56.54,0
female,hispanic_latino,0,0,loans_only,0.3788,0.1976,-0.3158,-0.5026,1,0,1,71.77,0
male,white,1,0,both,0.2612,0.2152,-0.3177,0.1584,4,0,0,70.44,0
female,white,0,0,both,0.5366,0.1936,-0.4344,-0.2475,1,1,0,68.22,1
male,hispanic_latino,0,0,loans_only,0.6433,0.4294,-0.4188,-0.5798,4,1,0,57.99,1
female,asian,0,0,none,0.4025,0.249,-0.2475,0.4483,1,0,0,68.49,0
female,white,1,0,loans_only,0.1924,0.2939,-0.0597,-0.0526,4,1,0,69.52,1
female,black,0,0,none,0.249,0.3327,0.0,0.288,1,0,0,77.05,0
male,black,1,0,none,0.1508,0.0981,-0.0555,0.3808,2,0,0,78.42,0
male,multiracial,1,0,none,0.3642,0.2003,-0.1743,-0.3508,6,0,0,81.38,1
female,prefer_not_to_say,0,0,loans_only,0.1704,0.2847,-0.3064,-0.0491,1,0,0,70.12,0
male,white,0,0,none,0.1559,0.3147,-0.2306,-0.4736,1,0,1,55.38,0
female,white,0,0,loans_only,0.49,0.1997,-0.3605,-0.2181,1,0,0,54.96,0
female,black,0,0,loans_only,0.2114,0.3892,-0.3165,0.3469,1,0,0,61.63,0
female,black,0,0,both,0.3177,0.2182,-0.235,0.0138,2,0,0,67.78,0
non_binary,white,0,0,none,0.6894,0.1168,0.0,-0.2191,2,1,0,45.28,0
male,hispanic_latino,0,0,loans_only,0.2602,0.4197,-0.1603,0.1208,2,0,0,44.49,0
male,asian,0,1,both,0.3286,0.3382,-0.3554,-0.4823,3,1,0,58.03,1
female,white,0,0,loans_only,0.4365,0.2426,-0.3693,-0.0448,2,1,0,64.23,1
female,white,0,0,pell_grant,0.4903,0.3404,-0.1956,0.2549,2,0,0,64.97,0
male,white,1,0,both,0.2655,0.2893,-0.2182,0.482,1,0,0,60.93,0
female,white,0,0,pell_grant,0.3317,0.1037,-0.2947,0.0932,3,0,0,70.98,0
male,hispanic_latino,1,1,pell_grant,0.5109,0.3861,-0.1515,-0.2136,2,0,0,51.98,0
male,white,0,0,none,0.2072,0.1314,-0.3454,0.3245,0,0,0,73.59,0
female,black,0,1,pell_grant,0.138,0.6189,-0.317,0.0517,0,0,0,75.9,0
male,white,0,0,pell_grant,0.1679,0.4668,-0.0019,0.2018,3,1,1,49.67,0
non_binary,black,1,0,loans_only,0.3845,0.1776,-0.2156,-0.116,0,1,0,71.75,1
female,white,0,0,both,0.339,0.2076,-0.1516,0.1214,0,0,0,54.86,0
male,black,0,0,pell_grant,0.1798,0.2695,-0.2866,0.0468,0,0,0,58.85,0
male,white,0,0,pell_grant,0.4912,0.2271,-0.378,-0.2966,3,1,0,59.99,1
female,hispanic_latino,0,0,none,0.0953,0.1965,-0.0994,0.0212,1,0,0,92.6,0
male,white,1,0,none,0.2757,0.2876,-0.7557,-0.2787,0,0,0,70.15,1
female,hispanic_latino,1,0,both,0.3833,0.4199,-0.3614,-0.1567,2,1,0,40.11,0
male,white,0,1,none,0.2664,0.3607,-0.344,-0.0506,2,1,0,50.5,0
male,white,0,0,none,0.3973,0.0931,0.0,0.0452,0,0,0,82.58,0
male,black,0,0,both,0.4951,0.2332,-0.2638,0.058,3,0,0,83.87,0
female,white,1,0,none,0.3362,0.2967,-0.3658,0.1042,1,0,0,54.6,0
male,multiracial,0,0,pell_grant,0.3539,0.5454,0.0,0.1131,1,1,0,55.13,0
female,hispanic_latino,0,0,loans_only,0.6742,0.2636,-0.2117,0.0424,5,1,0,56.66,1
female,white,0,0,pell_grant,0.4633,0.165,-0.2928,0.0291,1,0,1,67.86,0
female,multiracial,1,0,pell_grant,0.2603,0.3961,-0.0584,0.4747,2,0,0,55.5,0
male,white,0,0,none,0.2734,0.46,0.0,0.0946,0,0,0,62.7,0
female,asian,0,1,both,0.4258,0.1117,-0.0285,0.1204,0,0,0,78.91,0
female,white,0,0,pell_grant,0.2839,0.3866,-0.0918,0.0839,3,1,0,58.83,0
male,hispanic_latino,1,0,pell_grant,0.7325,0.3282,-0.2279,-0.3591,7,1,0,45.13,1
female,asian,0,0,pell_grant,0.196,0.4139,-0.2544,-0.0263,4,1,0,62.21,1
female,white,1,0,loans_only,0.3242,0.3267,-0.416,-0.1385,2,0,0,69.6,0
female,hispanic_latino,1,0,none,0.5117,0.1167,-0.0174,0.1146,2,0,0,71.17,0
female,white,0,0,loans_only,0.1313,0.2053,-0.2887,0.2313,1,1,0,56.75,0
male,black,1,0,pell_grant,0.6281,0.3544,-0.2894,-0.1729,2,1,0,52.6,1
female,white,0,0,loans_only,0.439,0.469,-0.0079,0.0845,2,1,0,66.8,1
female,white,1,0,none,0.2574,0.1671,-0.1214,-0.1631,1,0,1,71.93,0
non_binary,white,0,0,both,0.564,0.3397,-0.2706,-0.2927,1,1,1,48.03,1
